Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
10/24/1945,Malta,Douglas,Douglas C 47 Skytrain (DC,Valetta Malta,BOAC,0,9,16
10/24/1945,Peru,Faucett,Faucett F 19OB,Tarapoto Peru,Faucett,0,5,5
10/30/1945,China,Curtiss,Curtiss  Wright C,Chihchiang China,U.S. Army Air Forces - Military,0,45,50
11/1/1945,Germany,Douglas,Douglas C 47A,Herrenalb Germany,U.S. Army Air Forces - Military,0,26,30
11/3/1945,India,Douglas,Douglas C 54G45528A,Near Chuka India,U.S. Army Air Forces - Military,0,44,44
11/7/1945,U.S.A.,Budd,Budd RB 1 Conestoga?,Near Grants New,Co. Freight Skyway MexicoNational,0,1,3
11/8/1945,Texas,Martin,Martin PBM 3S  / Martin PBM,Off Corpus Christi Texas,U.S. Navy - Military / U.S. Navy - Military,0,22,27
11/9/1945,Italy,Douglas,Douglas C 47A,Near Boccadi Italy,U.S. Army Air Forces - Military,0,24,24
11/11/1945,Libya,Short,Short StirlingPJ950,Near Castel Libya,Force Air -Royal Military,0,29,29
11/11/1945,Himalayas,Douglas,Douglas C 54?,Himalayas,U.S. Army - Military,0,44,44
11/11/1945,Italy,Boeing,Boeing B 17G43,Near Picinisco Italy,U.S. Army Air Forces - Military,0,20,20
11/13/1945,Philippines,Douglas,Douglas C 48VH,Near Tacloban Philippines,Airways National Australian,0,16,17
11/15/1945,U.S.A. Guinea,Douglas,Douglas C 47 Dakota,Near Jacquinot Bay  New GuineaMilitary - Royal Australian Air Force,Royal Australian Air Force - Military,0,28,28
11/22/1945,England,Consolidated,Consolidated LB 30A LiberatorKH126,White's Farm England,Force Air -Royal Military,0,27,27
12/3/1945,France,Consolidated,Consolidated LB 30A LiberatorKH125,Near Rochefort  France,Force Air -Royal Military,0,28,28
12/5/1945,U.S.A.,Five Grumman TBM,Five Grumman TBM Avengers?,Off the Florida coastMilitary - U.S. Navy,U.S. Navy - Military,0,14,14
12/5/1945,Bahamas,Martin PBM,Martin PBM Mariner59225,Off Smyrna Bahamas,U.S. Navy - Military,0,13,13
12/8/1945,Montana,Douglas,Douglas C 4745,Near Billings Montana,U.S. Army - Military,0,17,21
12/18/1945,Norway,Douglas,Douglas C 47BKN413,Voksenkollen Norway,Force Air Royal - Military,0,17,17
12/25/1945,Russia,Douglas,Douglas DC 3?,Near Dudinka Russia,Aviatsiya Polyarnya,0,10,10
12/25/1945,French,Lockheed 18,Lockheed 18 LodestarF BALV,Bangui French,France AfricaAir Equatorial,0,8,8
12/30/1945,U.S.A.,Douglas,Douglas DC 3NC18l23,New York City ,Eastern Air Lines,0,1,12
1/6/1946,Alabama,Douglas,Douglas DC 3N21786,Birmingham Alabama,Pennsylvania Central Airlines,0,3,11
1/9/1946,China,Douglas,Douglas C 47?,Changchun China,Force Air Chinese - Military,0,18,18
1/14/1946,Russia,Lisunov,Lisunov Li 2SSSR,Near Netrubezh Russia,Aeroflot,0,22,22
1/15/1946,France,Douglas,Douglas C 47 DakotaKN557,Marseilles France,Force Air -Royal Military,0,23,25
1/18/1946,Connecticut,Douglas,Douglas DC 3,Cheshire Connecticut,Eastern Air Lines ,0,17,17
1/19/1946,Alberta,Douglas,Douglas DC 3 Dakota?,Crowsnest Pass Alberta,Canada Mililtary - Royal Canadian Air Force,0,7,7
1/30/1946,France,Douglas,Douglas C 47BKN500,Near Le Mans France,Force Air Royal - Military,0,11,11
1/31/1946,Wyoming,Douglas,Douglas DC 3,Mt. Elk Wyoming,United Air Lines,0,21,21
2/5/1946,Philippines,Douglas,Douglas C 47?,Negros Philippines,U.S. Army Air Forces - Military,0,20,20
2/21/1946,PE,Consolidated,Consolidated 32 2 Liberator IIG,Charlottetown PE,Canada British Overseas Airways,0,1,14
3/3/1946,California,Douglas,Douglas DC 3,Live Oak Springs California,American Airlines,0,27,27
3/5/1946,Czechoslovakia,Junkers,Junkers JU 52/3mOK,Near Prague Czechoslovakia,Ceskoslovenske Aeroline,0,12,15
3/10/1946,Tasmania,Douglas,Douglas DC 3 (C,Off Hobart Tasmania,Airways National Australian,0,25,25
3/17/1946,China,??,??,Near Nanking China,Force Air Chinese - Military,0,20,20
3/18/1946,China,?139,?139,Between Chungking and Shanghai China,Corporation Aviation National China,0,0,0
3/19/1946,California,Douglas,Douglas C 47B45,Hobart Mills California,U.S. Army Air Forces - Military,0,26,26
3/23/1946,Cocos,Avro 691 Lancastrian,Avro 691 Lancastrian 1G AGLX,Off Ceylon Cocos,Indian Ocean          Islands British Overseas Airways /Qantas,0,10,10
4/1/1946,Northern,de Hvilland 89A Dragon,de Hvilland 89A Dragon RapideG AERZ,near Craigavad Northern,Ltd. Services Air IrelandRailway,0,6,6
4/5/1946,Malta,Vickers Wellington,Vickers Wellington bomberHE 274,Rabat Malta,Royal British Navy - Military,16,4,4
4/8/1946,China?,??,??,Near Shensi China?,N/A,0,14,14
4/22/1946,Nicaragua,Lockheed 14 Super,Lockheed 14 Super ElectraAN ACC,La Liberiad Nicaragua,TACA,0,20,21
4/30/1946,Thailand,Douglas,Douglas C 47A FZ559,Pindi-Khut  ,Royal Thai Air Force,0,12,12
5/10/1946,Florida,PBY4,PBY4  2 Privateer / PB4Y,Munson Florida,U.S. Navy - Military / U.S. Navy Military,0,28,28
5/16/1946,Virgin Islandsia,Douglas,Douglas DC 3NC53218,Richmond Virgin Islandsia,Viking Air Transport,0,27,27
5/22/1946,Norway,Junkers,Junkers JU 52/3mLN,Oslo Norway,Lines Air Norwegian DNL,0,13,14
6/1/1946,Italy,Douglas,Douglas C 54,Off Amalfi Italy,U.S. Army Air Forces - Military,0,30,38
6/9/1946,Nigeria,Douglas,Douglas C 47 DakotaKG747,Near Abeokuta Nigeria,Force Air -Royal Military,0,18,18
6/9/1946,Panama,Douglas,Douglas C 54D,Taboga Island Panama,U.S. Army Air Forces - Military,0,23,23
6/29/1946,France,Junkers,Junkers Ju 52/3mF,Pau France,Air France,0,2,3
6/29/1946,Malaysia,Douglas,Douglas C 47BKJ918,Off MalaysiaMilitary - Royal Air Force,Royal Air Force - Military,0,18,18
7/9/1946,Massachusetts,Boeing,Boeing B17G43 39136,Holyoke Massachusetts,U.S. Army Air Forces - Military,0,25,25
7/11/1946,Pennsylvania,Lockheed,Lockheed L 049 ConstellationNC86513,Reading Pennsylvania,Trans Continental and Western Air,0,5,6
7/13/1946,China,Curtiss,Curtiss C 46?,Tsinan China,Central Air transport,0,13,49
7/17/1946,Ecuador,Curtiss,Curtiss C 46D,Cuenca Ecuador,ANDESA,0,30,30
7/18/1946,Kansas,Douglas,Douglas C 47?,Goodland Kansas,Corps Air U.S. Army - Military,0,13,13
7/20/1946,Panama,Boeing,Boeing B 17G / Boeing B,Off the Panama coast,U.S. Army Air Forces - Military,0,20,20
7/25/1946,Burma,Douglas,Douglas C 47 DakotaKN585,Bassein Burma,Force Air -Royal Military,0,22,22
7/26/1946,Veracruz,Fairchild Pilgrim,Fairchild Pilgrim 100AXA DEJ,Near Huatesco Veracruz,Mexico Communicaciones Aereos de veracruz,0,9,9
8/7/1946,Norway,Douglas,Douglas C 47A,Oslo Norway,Airways European British,0,3,16
8/9/1946,U.S.A.,Lockheed,Lockheed 18 56 Lodestar?,Lakehurst New Jersey,Atlantic Central Airlines,0,4,6
8/14/1946,Malta,Douglas,Douglas C 47AG,Malta-Luqa Malta,BOAC,0,1,5
8/20/1946,France,Avro 691 Lancastrian,Avro 691 Lancastrian 1G AGMF,Rouen France,Airways Overseas British,0,8,9
8/21/1946,Illinois,Douglas,Douglas C 47,Moline Illinois,Trans Luxury Airlines,0,2,25
8/24/1946,Egypt,Avro,Avro AnsonSU ADJ,Cairo Egypt,Misrair,0,6,9
8/31/1946,British,Supermarine Stranraer (flying,Supermarine Stranraer (flying boat)CF BYL,Near Prince Rupert British,Canada          Columbia Queen Charlotte Airlines,0,7,7
9/3/1946,Denmark,Douglas,Douglas DC 3 (C,Holtug Denmark,Air France,0,22,22
9/4/1946,France,Douglas,Douglas DC 3F,Le Bourget France,Air France,1,20,26
9/5/1946,Nevada,Douglas,Douglas DC 3 (C,Elko Nevada,Trans-Luxury Airlines ,0,21,22
9/7/1946,Gambia,Avro 685 York,Avro 685 York IG AHEW,Bathurst Gambia,Airways American South British,0,24,24
9/7/1946,Alaska,Douglas,Douglas C 47A?,Nome Alaska,Mt. Mckinley Airfreight,0,4,4
9/15/1946,Saskatchewan,Douglas,Douglas C 47A Dakota962,Estevan Saskatchewan,Canada Military - Royal Canadian Air Force,0,21,21
9/17/1946,Belgium,Douglas,Douglas C 47,Brussels Belgium,Sabena,0,1,7
9/18/1946,U.S.A.foundland,Douglas,Douglas DC 4,Near Gander Newfoundland,Sabena,0,27,44
9/19/1946,Libya,Avro,Avro LancasterNX690,Near Tripoli Libya,Force Air -Royal Military,0,25,25
9/20/1946,China,Curtiss Wright,Curtiss Wright C 46?,Lochi Mountain China,Corporation Aviation National China,0,28,28
9/25/1946,China,Douglas,Douglas C 47B,Near Hong Kong International AirportMilitary - Royal Air Force,Royal Air Force - Military,0,19,19
9/27/1946,Brazil,Douglas,Douglas DC 3A,Rio Doce Brazil,Brasil do Panair,0,25,25
9/27/1946,Stirlingshire,de Havilland 89A Dragon,de Havilland 89A Dragon RapideG AFFF,Near Milngavie Stirlingshire,Scotland Railway Air Service Ltd.,0,7,7
10/3/1946,Newfoundland,Douglas,Douglas C 54E,Stephenville Newfoundland,American Overseas Airlines,0,39,39
10/6/1946,Malaya,Avro 685 York,Avro 685 York 1MW125,Off Penang Malaya,Force Air -Royal Military,0,21,21
10/7/1946,The Netherlands,Fairey Firefly,Fairey Firefly MK1PP526,Apeldoorn The Netherlands,Royal Netherlands Air Service - Military,22,1,1
10/8/1946,Wyoming,Douglas,Douglas DC 4N30051,Cheyenne Wyoming,United Air Lines,0,2,41
10/10/1946,Morocco,Junkers,Junkers Ju 52/3mF,Near Sefrou Morocco,Ocean Air,0,16,16
10/17/1946,India,Douglas,Douglas C 47BKN236,Near Chitral India,Force Air Royal - Military,0,11,11
10/17/1946,Wyoming,Douglas,Douglas DC 3NC38942,Laramie Wyoming,National Air Transport Service,0,13,13
10/23/1946,Egypt,Junkers,Junkers Ju 52/3mF,Gebel Kalamoun Egypt,Socotra,0,1,24
11/1/1946,France,AAC,AAC  1 ToucanF,St Leger-la-Montagne France,Roussillon Languedoc CTA,0,23,27
11/5/1946,Russia,Douglas,Douglas C 47SSSR,Near Moscow Russia,Aeroflot,0,13,26
11/11/1946,Ohio,Douglas,Douglas DC 3 (C,Cleveland Ohio,United Air Lines,0,2,20
11/13/1946,Mexico,Douglas,Douglas DC 3XA,Near Cofre de Perote Mexico,Empressa Commun. Aereas de Veracruz,0,15,15
11/13/1946,California,Douglas,Douglas C 53D,Lebec California,Western Airlines ,0,11,11
11/14/1946,Netherlands,Douglas,Douglas C 47A,Amsterdam Netherlands,Royal Dutch Airlines KLM,0,26,26
11/16/1946,North Pacific Ocean,Douglas,Douglas C 47?,North Pacific Ocean,U.S. Army Air Forces - Military,0,23,23
11/26/1946,Costa Rica,Douglas,Douglas DC 3 (C,San Jose Costa Rica,LACSA  Costarricenses Aéreas RicaLineas,0,22,22
11/30/1946,Argentina,Vickers 620 Viking,Vickers 620 Viking 1T 1,El Palomar Argentina,Argentina Aérea Fuerza,0,5,18
12/4/1946,Iran,Lisunov,Lisunov Li 2?,Meshed Iran,Aeroflot,0,24,24
12/10/1946,Washington,Curtiss,Curtiss  Wright R5C,Toledo Washington,Corps Marine U.S. - Military,0,32,32
12/10/1946,Japan,Curtiss,Curtiss  Wright C,Near Osaka Japan,U.S. Army Air Forces - Military,0,24,24
12/14/1946,Philippines,Douglas,Douglas DC 3 (C,Mt. Banahaur Philippines,Far Eastern Air transport,0,12,14
12/17/1946,Atlantic,Douglas,Douglas C 47ANC88876,Caribbean Atlantic,Inc. Cargo OceanWinged,0,7,7
12/23/1946,Brazil,Avro  685 York,Avro  685 York ILV XIG,Near Rio de Janeiro Brazil,FAMA (Argentina),0,21,21
12/24/1946,California,Douglas,Douglas DC 3 ( C,Near San Diego California,Western Airlines ,0,12,12
12/25/1946,China,Douglas,Douglas C 47?,Shanghai China,CATA,5,11,11
12/25/1946,Jiangsu,Curtiss,Curtiss C 47?,Near Wusong Jiangsu,China CNAC,3,13,34
12/25/1946,China,Douglas,Douglas DC 3?,Near Shanghai China,CNAC,0,20,30
12/28/1946,Indiana,Douglas,Douglas DC 3 (C,Michigan City Indiana,American Airlines,0,2,21
12/28/1946,Illinois,Douglas,Douglas C 47ANC58024,Walshville Illinois,Skyways ,0,2,2
12/28/1946,Ireland,Lockheed 049,Lockheed 049 ConsellationNC86505,Near Shannon Ireland,Trans Continental and Western Air,0,13,23
1/3/1947,Brazil,Sikorsky,Sikorsky S 43B (flying boat)PP,Sao Paulo Brazil,Brasil do Panair,0,11,14
1/5/1947,China,Curtis,Curtis C 46XT,Tsingtao China,Corporation Aviation National China,0,43,43
1/5/1947,U.S.A.,Douglas,Douglas DC 3N50046,Carmel New Jersey,Nationwide Air transport,0,3,23
1/11/1947,England,Douglas,Douglas C 47A,Near Lympne England,Airways Overseas British,0,8,16
1/11/1947,China,Douglas,Douglas DC 4 (C,Off Laoag China,Far Eastern Air transport,0,7,42
1/12/1947,Virgin Islandsia,Douglas,Douglas DC 3NC88872,Near Galax Virgin Islandsia,Eastern Air Lines ,0,18,19
1/14/1947,Mexico,Lockheed,Lockheed C 60 Lodestar60,Near Puebla Mexico,Force Air Mexican - Military,0,21,21
1/22/1947,Colombia,Douglas,Douglas DC 3 ( C,Puesto Araujo Colombia,Avianca,0,17,17
1/25/1947,China,Douglas,Douglas DC 3?,Chongqing China,Corporation Aviation National China,0,19,19
1/25/1947,Surrey,Douglas,Douglas C 47 / Douglas DC,Croydon Surrey,England Spencer Airways / Ceskoslovenske Aerolinie,0,12,23
1/25/1947,China,Douglas,Douglas C 47API,Hong Kong,Philippine Air Lines,0,4,4
1/26/1947,Denmark,Douglas,Douglas C  C47A,Copenhagen Denmark,Royal Dutch Airlines KLM,0,22,22
1/28/1947,China,Curtiss,Curtiss C 46?,Near Hankow China,Corporation Aviation National China,0,25,26
2/1/1947,Portugal,Douglas,Douglas DC 3CF,Near Lisbon Portugal,Air France,0,19,20
2/5/1947,Delaware,Douglas,Douglas DC 3NC54451,Harrington Delaware,Freight Air International,0,1,3
2/6/1947,Spain,Douglas,Douglas C 54B,Pedro Bernardo Spain,International Cuba Aerovias,0,11,11
2/14/1947,Colorado,Curtiss,Curtiss C 46ENC59486,Denver Colorado,Airways Slick,0,2,2
2/15/1947,Colombia,Douglas,Douglas DC 4C,Near Bogota Colombia,Avianca,0,53,53
2/15/1947,Italy,Savoia,Savoia  Marchetti SM,Off Terracina Italy,Militari Aerei Corrieri - Military,0,16,16
2/21/1947,China,Douglas,Douglas C 47?,Chungking China,Force Air Chinese - Military,0,21,21
2/26/1947,Pacific,Douglas,Douglas C 47BKK120,China Sea Pacific,Force Air Royal - OceanMilitary,0,12,12
3/5/1947,USSRAeroflot,Doublas,Doublas C 47CCCP,Near Georgia USSRAeroflot,Aeroflot,0,23,23
3/8/1947,Italy,Douglas,Douglas C 47BKK122,L'isola di Ischia Italy,Force Air Royal - Military,0,13,13
3/8/1947,Colombia,Douglas,Douglas C 47,Cordillera Colombia,VIARCO,0,9,9
3/14/1947,France,Douglas,Douglas DC 3 (C,Mt. Moucherolles France,Air France,0,23,23
3/17/1947,Colombia,Lockheed 18,Lockheed 18 LodestarYS 28,Near Medellin Colombia,TACA,0,8,8
3/18/1947,Sri Lanka,Avro York,Avro York C1MW198,Negombo Sri Lanka,Force Air Royal - LankaMilitary,0,11,15
4/8/1947,Venezuela,Douglas,Douglas C 47AYV,Near Caracas Venezuela,Linea Aeropostal Venezolana,0,27,27
4/13/1947,Senegal,Avro 685 York,Avro 685 York IG AHEZ,Off Dakar Senegal,Airways American South British,0,6,15
4/22/1947,Georgia,Douglas,Douglas DC 3 (C,Columbus Georgia,Delta Air Lines ,0,10,10
4/28/1947,British,Lockheed 18,Lockheed 18 LoadstarCF TDF,Near Vancouver British,Canada          Columbia Trans Canada Air Lines,0,15,15
5/4/1947,Guanacaste,Lockheed 18,Lockheed 18 LoadstarTI 84,Near Nicoya Guanacaste,Costa Rica TACA,0,11,11
5/11/1947,U.S.A.,Lockheed,Lockheed L 049 ConstellationNC86508,Delaware Bay New Jersey,Trans Continental and Western Air,0,4,4
5/16/1947,Russia,Douglas,Douglas DC 47CCCP,Near Khabarovsk Russia,Aeroflot,0,22,22
5/29/1947,Iceland,Douglas,Douglas DC 3TF,Hjedinsfjordur Iceland,Flugefelag,0,25,25
5/29/1947,Japan,Douglas,Douglas C 54D,Atsugi Japan,U.S. Army Air Forces - Military,0,40,40
5/29/1947,Queens,Douglas,Douglas C 54BNC30046,La Guardia Airport Queens,United Air Lines,0,43,48
5/30/1947,Maryland,Douglas,Douglas C 54B,Port Deposit Maryland,Eastern Air Lines ,0,53,53
6/4/1947,France,Junkers,Junkers Ju 52F,Near Gemenos France,Air France,0,2,2
6/11/1947,Brazil,Avro 691,Avro 691 LancastrianLV ACS,Near Natal Brazil,Argentina Mercante Aérea Flota,0,5,18
6/13/1947,Virginia,Douglas,Douglas DC 4 (C,Leesburg Virginia,Pennsylvania Central Airlines,0,50,50
6/19/1947,Syria,Lockheed,Lockheed 049 46,Al Mayadin Syria,Pan American World Airways,0,14,36
6/21/1947,Gulf,Li,Li  2CCCP,Black Sea Sea Gulf,KarkinitskyAeroflot of,0,8,29
7/1/1947,French,Junkers,Junkers Ju 52/3mF,Near Eaeka French,France CameroonsAir,0,13,13
7/13/1947,Florida,Douglas,Douglas DC 3NC79024,Melbourne Florida,Burke Air transport,0,14,36
7/15/1947,France,Junkers,Junkers Ju 52/3mF,Vichy  ,N/A,0,1,19
7/16/1947,Iran,Avro 685,Avro 685 YorkG AGMR,Az-Zubair Iran,Airways Overseas British,0,6,6
7/25/1947,Argentina,Avro 685 York,Avro 685 York ILV XIH,Moron Argentina,Argentina Mercante Aérea Flota,2,2,6
7/31/1947,China,Douglas,Douglas C 47?,Near Yumen China,Force Air Chinese - Military,0,26,26
8/2/1947,Argentina,Avro 691 Lancastrian,Avro 691 Lancastrian 3G AGWH,Andes Argentina,Airways American South British,0,11,11
8/6/1947,North Pacific Ocean,Consolidated,Consolidated PBY 5A Catalina34032,North Pacific OceanMilitary - U.S. Navy,U.S. Navy - Military,0,20,20
8/8/1947,U.S.A.,Douglas,Douglas DC 3CNX88787,New York,American Airlines,0,3,5
8/9/1947,Sweden,Douglas,Douglas DC 3FSE,Malmo Sweden,AB Aerotransport,0,1,5
8/13/1947,Romania,Lisunov,Lisunov Li 2YR,Bucharest Romania,Romano-Sovietice Aeriene Transporturile,0,3,8
8/21/1947,Utah,Curtiss,Curtiss C 46ENC59488,Hanksville Utah,Airways Slick,0,3,3
8/23/1947,Persian,Short Sandringham 5 (flying,Short Sandringham 5 (flying boat)G AHZB,Bahrain Persian,Airways Overseas GulfBritish,0,10,26
8/28/1947,Norway,Short Sandringham (flying,Short Sandringham (flying boat)LN IAV,Harsiad Norway,Norwegian Airlines,0,35,35
10/8/1947,Texas,Douglas,Douglas DC 4NC90432,Near El Paso Texas,American Airlines,0,0,54
10/14/1947,Atlantic Ocean,Boeing 314A,Boeing 314A NC18612,800 miles east of Newfoundland,American International Airways,0,0,69
10/16/1947,North,Douglas,Douglas DC 3?,Sylva North,CarolinaStratofreight,0,3,3
10/16/1947,Spain,Bristol 170 Freighter,Bristol 170 Freighter IF BCJN,Off Cartegena Spain,Littoral du Aerienne Societe,0,41,43
10/24/1947,Utah,Douglas,Douglas DC 6NC37510,Bryce Canyon Utah,United Air Lines,0,53,53
10/26/1947,Greece,Douglas,Douglas DC 4,Near Mt. Hymettus Greece,AB Aerotransport,0,44,44
10/26/1947,Alaska,Douglas,Douglas DC 4ANC88920,Annette Island Alaska,Pan American World Airways,0,18,18
10/31/1947,India,Douglas,Douglas C 47BM965,Near Sri Lankanagar India,Force Air Indian Royal - Military,0,25,25
11/2/1947,Philippines,Douglas,Douglas DC 3?,Off Barrio Rizal Philippines,Express Air Philippine,0,5,5
11/11/1947,U.S.A.,Douglas,Douglas DC 6NC90741,Gallup New Mexico,American Airlines,0,0,25
11/13/1947,France,Junkers,Junkers Ju 52/3mF,Near Bouchox France,Aérienne Navigation de Auxiliare Société,0,2,2
11/18/1947,Italy,Bristol 170 Freighter,Bristol 170 Freighter XISE BNG,Ravello Italy,Trafik-Turist-Transportflyg,0,20,25
11/18/1947,Delaware,Lockheed,Lockheed L 049,New castle Delaware,Trans Continental and Western Air,0,5,5
11/21/1947,Romania,Lisunov,Lisunov Li 2YR,Phouznicie Romania,TARS,0,13,26
11/27/1947,Alaska,Douglas,Douglas DC 3CNC95486,Yakutat Alaska,Cargo Air Columbia,0,13,13
11/27/1947,N/A,Douglas,Douglas DC 3?,?China National Aviation Corporation,China National Aviation Corporation,0,2,3
11/27/1947,Yugoslavia,Lisunov,Lisunov LI 2YU,Montenegrin Mountains Yugoslavia,JAT Yugoslav Airlines,0,22,22
11/28/1947,Italy,Douglas,Douglas C 47B43,Near Trappa Italy,U.S. Air Force - Military,0,20,20
11/30/1947,Washington,Douglas,Douglas C 54ANC,Seattle Washington,Alaska Airlines,1,8,28
12/10/1947,Labrador,Douglas,Douglas C 54D,Near Goose Bay Labrador,U.S. Air Force - Military,0,23,29
12/11/1947,Tennessee,Douglas,Douglas C 47,Near Memphis Tennessee,U.S. Air Force - Military,0,20,20
12/18/1947,Russia,Ilyushin,Ilyushin IL 12CCCP,Krasnoyarsk Russia,Aeroflot,0,9,25
12/23/1947,China,Short,Short  S 29 Stirling VOO,Kunming China,Air transport,0,25,30
12/27/1947,India,Douglas,Douglas DC 3 (C,Korangi Creek India,India Air,0,23,23
12/28/1947,Mexico,Douglas,Douglas DC 2,Leon Mexico,Panini Aéreo Servicio,3,5,10
1/6/1948,France,Douglas,Douglas DC 3DF,Paris France,Air France,0,16,16
1/6/1948,England,Vickers 610 Viking,Vickers 610 Viking 1BG AHPK,Ruislip England,Airways European British,0,1,18
1/7/1948,Georgia,Douglas,Douglas DC 3N60331,Near Savannah Georgia,Lines Air Coastal,0,18,27
1/8/1948,Algeria,Douglas,Douglas DC 3F,Near Palestro Algeria,T.A. de Algerienne Comp. Transport,0,9,9
1/11/1948,Dominican,Douglas,Douglas DC 3HI,Ciudad Havajillo Dominican,RepublicDominicana,0,32,32
1/13/1948,Maryland,Douglas,Douglas DC 3,Oxon Hill Maryland,Eastern Air Lines ,0,5,9
1/20/1948,China,Curtiss,Curtiss C 46?,Near Mukden China,Corporation Aviation National China,0,11,54
1/28/1948,California,Douglas,Douglas DC 3 (C,Diablo Mts. California,Carriers Transport Airline,0,32,32
1/30/1948,NE,Avro 688 Tudor,Avro 688 Tudor IG AHNP,Atlantic Ocean NE,Airways American South BermudaBritish of,0,31,31
2/7/1948,Florida,Lockheed,Lockheed L 649 ConstellationNC112A,Off Jacksonville Florida,Eastern Air Lines ,0,1,69
2/10/1948,Indonesia,Douglas,Douglas DC 3PK,Near Padalarang Indonesia,Royal Dutch Airlines KLM,0,19,19
2/12/1948,Germany,Douglas,Douglas DC 3OY,Ubrichstein Germany,Luftfartselskab Danske Det,0,12,21
