Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
1908-09-17,Virgin Islandsia,Wright Flyer,Wright Flyer III?,Fort Myer Virgin Islandsia,U.S. Army - Military,0,1,2
1909-09-07,France?,Wright,Wright ByplaneSC1,Juvisy-sur-Orge France,,0,1,1
1912-07-12,U.S.A.,Dirigible?,Dirigible?,Atlantic City New Jersey,US Navy - Military,0,5,5
1913-08-06,British,Curtiss,Curtiss seaplane?,Victoria British,Canada          Columbia Private,0,1,1
1913-09-09,North Sea,Zeppelin,Zeppelin L 1 (airship)?,Over the North Sea,German Navy - Military,0,14,20
1913-10-17,Germany,Zeppelin,Zeppelin L 2 (airship)?,Near Johannisthal Germany,German Navy - Military,0,28,28
1915-03-05,Belgium,Zeppelin,Zeppelin L 8 (airship)?,Tienen Belgium,German Navy - Military,0,17,41
1915-09-03,Germany,Zeppelin,Zeppelin L 10 (airship)?,Off Cuxhaven Germany,German Navy - Military,0,19,19
1916-07-28,Bulgeria,Schutte,Schutte  Lanz S,Near Jambol Bulgeria,German Army - Military,0,20,20
1916-09-24,England,Zeppelin,Zeppelin L 32 (airship)?,Billericay England,German Navy - Military,0,22,22
1916-10-01,England,Zeppelin,Zeppelin L 31 (airship)?,Potters Bar England,German Navy - Military,0,19,19
1916-11-21,Germany,Super Zeppelin,Super Zeppelin (airship)?,Mainz Germany,German Army - Military,0,27,28
1916-11-28,England,Zeppelin,Zeppelin L 34 (airship),Off West Virgin Islandsia Hartlepool England,German Navy - Military,0,20,20
1917-03-04,Belgium,Airship?,Airship?,Near Gent Belgium,German Army - Military,0,20,20
1917-03-30,Germany,Schutte,Schutte  Lanz S,Off Northern Germany,German Navy - Military,0,23,23
1917-05-14,North,Zeppelin,Zeppelin L 22 (airship)?,Near Texel Island North,German Navy - SeaMilitary,0,21,21
1917-06-14,North,Zeppelin,Zeppelin L 43 (airship)?,Off Vlieland Island North,German Navy - SeaMilitary,0,24,24
1917-06-17,England?,Zepplin,Zepplin L 48 (air ship)L,Near Yarmouth England,,0,14,16
1917-08-21,Denmark,Zeppelin,Zeppelin L 23 (airship)?,Off West Virgin Islandsiaern Denmark,German Navy - Military,0,18,18
1917-10-20,France,Zeppelin,Zeppelin L 44 (airship)?,Near Luneville France,German Navy - Military,0,18,18
1918-04-07,Mediterranean Sea,Zeppelin,Zeppelin L 59 (airship)?,Over the Mediterranean,German Navy - Military,0,23,23
1918-08-05,Germany,Zeppelin,Zeppelin L 70 (airship)?,Off Helgoland Island Germany,German Navy - Military,0,22,22
1918-08-11,North,Zeppelin,Zeppelin L 53 (airship)?,Ameland Island North,German Navy - SeaMilitary,0,19,19
1918-12-16,U.S.A.,De Havilland,De Havilland DH 497,Elizabeth New Jersey,US Aerial Mail Service,0,1,1
1919-05-25,Ohio,De Havilland,De Havilland DH 461,Cleveland Ohio,US Aerial Mail Service,0,1,1
1919-07-19,Pennsylvania,De Havilland,De Havilland DH 482,Dix Run Pennsylvania,US Aerial Mail Service,0,1,1
1919-07-21,Illinois,FD Type,FD Type Dirigible?,Chicago Illinois,Wingfoot Air Express Goodyear Tire,10,3,0
1919-08-02,Italy,Caproni,Caproni Ca.48?,Verona Italy,Company Caproni,0,14,14
1919-10-02,England,De Havilland,De Havilland DH 4?,U.S.A.castle England,Aircraft Travel and Transport,0,1,1
1919-10-14,Maryland,Curtiss,Curtiss R 4LM32,Cantonsville Maryland,US Aerial Mail Service,0,1,1
1919-10-20,Kent,De Havilland,De Havilland DH 4G,English Channel off Forkstone Kent,Aircraft Travel and Transport,0,0,0
1919-10-30,U.S.A.,De Havilland,De Havilland DH.477,Long Valley New Jersey,US Aerial Mail Service,0,1,1
1919-12-11,Surrey,De Havilland,De Havilland DH 4G,Catherham Surrey,Aircraft Travel Transport,0,1,1
1920-03-10,Indiana,De Havilland,De Havilland DH 465,New Paris Indiana,US Aerial Mail Service,0,1,1
1920-03-30,U.S.A.,De Havilland,De Havilland DH 472,New Jerseyark New Jersey,US Aerial Mail Service,0,1,1
1920-04-10,U.S.A.,Curtiss,Curtiss R 4LM49,New Jerseyark New Jersey,US Aerial Mail Service,0,1,2
1920-04-11,U.S.A.,Curtiss,Curtiss JN 4H44,Heller Field New Jersey,US Aerial Mail Service,0,1,2
1920-05-12,Iowa,De Havilland,De Havilland DH 479,Oskaloosa Iowa,US Aerial Mail Service,0,1,2
1920-06-06,Ohio,De Havilland,De Havilland DH 4204,Cleveland Ohio,US Aerial Mail Service,0,1,1
1920-07-20,Columbia,Farman,Farman F 40?,Cartagena Columbia,Aérea Navegación de Colombiana Compañia,0,1,1
1920-08-16,England,Armstrong,Armstrong  Whitworth F,Bedford England,By Air,0,1,1
1920-08-16,Maryland,De Havilland,De Havilland DH 4317,College Park Maryland,US Aerial Mail Service,0,1,1
1920-09-01,U.S.A.,Junkers,Junkers JL 6305,Morristown New Jersey,US Aerial Mail Service,0,2,2
1920-09-15,Ohio,Junkers,Junkers F 13308,Pemberville Ohio,US Aerial Mail Service,0,2,2
1920-09-27,Pennsylvania,De Havilland,De Havilland DH 4316,Hillersburg Pennsylvania,US Aerial Mail Service,0,1,1
1920-10-02,France,Salmson,Salmson 2 A,Off Port Vendres France,Latecoere Airlines,0,2,2
1920-10-05,Spain,Breguet,Breguet 14F ALTA,Valencia Spain,Latecoere Airlines,0,2,2
1920-10-15,Illinois,De Havilland,De Havilland DH 476,Batavia Illinois,US Aerial Mail Service,0,1,1
1920-11-07,Wyoming,De Havilland,De Havilland DH 4?,Tie Siding Wyoming,US Aerial Mail Service,0,1,1
1920-12-14,England,Handley Page,Handley Page HP 16G,London England,Handley Page Transport,0,4,8
1920-12-24,Spain,Breguet,Breguet 14F ALBO,Barcelona Spain,Aeropostale,0,1,1
1921-02-03,Minnisota,De Havilland,De Havilland DH 4130,Mendotta Minnisota,US Aerial Mail Service,0,1,1
1921-02-09,Wisconsin,Junkers,Junkers F 13301,La Crosse Wisconsin,US Aerial Mail Service,0,3,3
1921-02-15,Gibraltar,Breguet,Breguet 14F ALBA,Off GibraltarAeropostale,Aeropostale,0,2,2
1921-02-22,Nevada,De Havilland,De Havilland DH 467,Elko Nevada,US Aerial Mail Service,0,1,1
1921-04-06,Australia,Avro,Avro 504H3021,Point Cook Australia,Force Air Australian Royal - Military,0,2,2
1921-04-21,NYUS,De Havilland,De Havilland DH 4160,Mitchel Field NYUS,Aerial Mail Service,0,1,1
1921-04-29,Ohio,De Havilland,De Havilland DH 4196,Cleveland Ohio,US Aerial Mail Service,0,1,1
1921-05-17,Wyoming,De Havilland,"De Havilland DH 4
De Havilland DH",Rock Springs Wyoming,US Aerial Mail Service,0,1,1
1921-08-14,France,Breguet,Breguet 14F ALBI,Toulouse France,Aeropostale,0,2,2
1921-08-24,England,Royal Airship Works,Royal Airship Works ZR 2 (airship)R,River Humber England,Works Airship Royal - Military,1,43,49
1921-09-06,France,Potez,Potez IXF ADCD,Paris France,Franco-Roumaine,0,5,5
1921-12-05,Australia,Bristol 28,Bristol 28 TourerG AUDI,Near Murchinson River Australia,Airways Australian West,0,2,2
1922-01-14,France,Handley Page,Handley Page O/10G EATN,Paris France,Handley Page Transport,5,5,5
1922-02-21,Virgin Islandsia,Dirigible Roma,Dirigible Roma (airship)?,Near Norfolk Virgin Islandsia,U.S. Army Air Service - Military,0,34,45
1922-03-22,North Atlantic Ocean,Aeromarine Model 85 (flying,Aeromarine Model 85 (flying boat)?,North Atlantic OceanAero Limited,Aero Limited,0,5,6
1922-04-07,France,De Havilland,de Havilland DH 18 / Farman F,Grandvilliers France,Aeriens Express Grands / Airways Daimler,0,7,7
1922-04-08,China?,??,??,Pao Ting Fou China?,,0,17,17
1922-06-03,Kent,Bleriot Spad,Bleriot Spad 27F ACMH,Off Folkestone Kent,England Cie des Messageries Aeriennes,0,3,3
1922-07-04,Germany?,LVG C,LVG C VI?,Fuhlsbuttel Germany?,,0,2,3
1922-07-16,Lorraine,Potez,Potez 29F FREI,Near Saverne Lorraine,France Compagnie Franco-Roumaine de Navigaation Aerienne,0,5,5
1922-07-26,Spain,Breguet,Breguet 14F ALVE,Cadix Spain,Grands Express Aeriens,0,3,3
1922-09-07,Indiana,De Havilland,De Havilland DH 4227,Indianapolis Indiana,US Aerial Mail Service,0,1,1
1922-10-02,Italyde,De Havilland,de Havilland DH 9G,Venice Italyde,Havilland Air Service,0,4,4
1922-10-25,Morocco,Breguet,Breguet 14?,Larache Morocco,Grands Express Aeriens,0,2,2
1922-12-03,Morocco,Breguet,Breguet 14F ALNA,Fez Morocco,Grands Express Aeriens,0,1,1
1923-01-10,France,Lioré,Lioré  et,Ajaccio France,l'Air de Amee,0,3,4
1923-01-17,Spain,Breguet,Breguet 14F ALJU,Barcelona Spain,Grands Express Aeriens,0,1,1
1923-01-18,Wyoming,De Havilland,De Havilland DH 4223,Cheyenne Wyoming,US Aerial Mail Service,0,1,1
1923-02-26,Pennsylvania,De Havilland,De Havilland DH 4291,Meadville Pennsylvania,US Aerial Mail Service,0,1,1
1923-05-14,Picrdie,Farman,Farman F 60 GoliathF,Near Amiens Picrdie,France Grands Express Aeriens (Air Union),0,6,6
1923-08-27,Romania,Blériot Spad,Blériot Spad 46F AEGN,Bucharest Romania,Roumaine France Campagnie,0,2,2
1923-08-27,United Kingdom,Farman F.60,Farman F.60 GoliathF AECB,East Mallling United Kingdom,Union Air,0,1,11
1923-09-07,Ohio,De Havilland,De Havilland DH 4283,Colton Ohio,US Aerial Mail Service,0,1,1
1923-09-14,Buckinghamshire,De Havilland,de Havilland DH 34G,Near Ivinghoe Buckinghamshire,England Daimler Airways,0,5,5
1923-11-18,Russia,Junkers,Junkers F 13D,RussiaCCCP,CCCP,0,3,5
1923-12-06,Ohio,De Havilland,De Havilland DH 4318,Castalia Ohio,US Aerial Mail Service,0,1,1
1923-12-23,Mediterranean Sea,Zeppelin Dixmunde,Zeppelin Dixmunde (airship)L 72,Over the Mediterranean SeaMilitary - French Navy,French Navy - Military,0,52,52
1923-12-24,WYUS,De Havilland,De Havilland DH 4315,Egbert WYUS,Aerial Mail Service,0,1,1
1924-03-07,Pennsylvania,De Havilland,De Havilland DH 4327,Grampian Pennsylvania,US Aerial Mail Service,0,1,1
1924-04-24,English Channel,Fokker,Fokker F.IIIH NABS,Over the English ChannelKLM Royal Dutch Airlines,KLM Royal Dutch Airlines,0,3,3
1924-06-08,Colombia,Junkers,Junkers F 13A16,Barranquilla Colombia,SCADTA,0,5,5
1924-08-01,U.S.A.,De Havilland,De Havilland DH 4297,United Arab Emirates StatesUS Aerial Mail Service,US Aerial Mail Service,0,1,1
1924-11-06,France,Breguet,Breguet 14F AFBD,Cabrerolles France,Grands Express Aeriens,0,1,1
1924-12-21,Indiana,De Havilland,De Havilland DH 4311,Goshen Indiana,US Aerial Mail Service,0,1,1
1924-12-24,England,De Havilland,de Havilland DH 34BG,Purley England,Airways Imperial,0,8,8
1925-03-22,Georgia,Junkers,Junkers F 13R,Near Tiflis Georgia,USSRZakavia,0,5,5
1925-04-25,Spain,Breguet,Breguet 14F AFBB,Alicante Spain,Grands Express Aeriens,0,3,3
1925-06-25,France,Fokker (KLM),Fokker (KLM)  F.IIIH NABM,Landrécies France,Royal Dutch Airlines KLM,0,4,4
1925-06-26,Spain,Lioré,Lioré  et,Alicante Spain,Grands Express Aeriens,0,2,2
1925-07-20,Spain,Breguet,Breguet 14F AFBI,Rosas Spain,Latecoere Aeriennes Lignes,0,1,1
1925-07-24,Hungary,Potez,Potez IX?,Budapest Hungary,CIDNA,0,1,1
1925-09-03,Ohio,Dirigible,Dirigible ZR 1 Shenandoah (airship)ZR,Caldwell Ohio,U.S. Navy - Military,0,14,43
1925-09-07,France,Spad,Spad 33?,Toul France,CIDNA,0,0,0
1925-10-01,Ohio,De Havilland,De Havilland DH 4385,Mt. Nittany Ohio,US Aerial Mail Service,0,1,1
1925-11-14,Mauritania,Breguet,Breguet 14F AEGZ,Nouadhibou Mauritania,Latecoere Aeriennes Lignes,0,1,1
1925-11-14,France,Farman,Farman F 60 GoliathF,Off Boulogne-sur-Mer France,Union Air,0,2,2
1926-02-12,Ohio,Curtiss Carrier,Curtiss Carrier Pigeon602,Montpelier Ohio,US Aerial Mail Service,0,1,1
1926-03-08,Germany,Junkers,Junkers F 13D,Staaken Germany,Lufthansa Deutche,0,1,1
1926-05-31,English Channel,Breguet,Breguet 14F ADAI,English ChannelAir Union,Union Air,0,1,1
1926-07-03,Czechoslovakia,Caudron,Caudron C 61F,Rossaugpt Czechoslovakia,Aérienne Navigation de Internationale Compagnie,0,6,6
1926-07-09,Belgium,Fokker,Fokker F7H NACC,Wolvertem Belgium,Royal Dutch Airlines KLM,0,2,2
1926-07-24,Germany,Junkers,Junkers F 13D,Juist Germany,Deutsche Lufthansa,0,5,5
1926-08-18,Kent,Bleriot,Bleriot 155F AIEB,Hurst Kent,England Air Union,0,3,15
1926-09-26,U.S.A.,Sikorsky,Sikorsky S 25?,New York,,0,2,5
1926-10-02,Kent,Bleriot,Bleriot 155F  AICQ,Leigh Kent,Union Air,0,7,7
1926-10-08,Germany,Fokker FG,Fokker FG IIID 468,Bueren Germany,Deutsche Lufthansa,0,4,4
1926-10-21,English Channel,Handley Page,Handley Page W 10G,English ChannelImperial Airways,Imperial Airways,0,0,12
1926-11-11,Morocco,Breguet,Breguet 14F AFAX,Cape Bojador Morocco,Grands Express Aeriens,0,3,3
1926-12-16,Oregon,Ryan,Ryan M 12,Medford Oregon,Pacific Air transport,0,1,1
1927-01-12,France,Fokker,Fokker F VIIG,Estaires France,Fokker,0,0,0
1927-03-20,Morocco,Breguet,Breguet 14F ALRA,Rabat Morocco,Grands Express Aeriens,0,1,1
1927-03-24,Qld,De Havilland,de Havilland DH 9CG,Tambo Qld,Australia Qantas,0,3,3
1927-04-15,Idaho,"Swallow
Swallow?","Swallow
Swallow?",King Hill Idaho,Varney Air Lines,0,1,1
1927-04-22,Germany,Fokker FG,Fokker FG IIID 729,Floh Germany,Deutsche Lufthansa,0,2,2
1927-04-22,Indiana,Douglas,Douglas M 4626,Goshen Indiana,US Aerial Mail Service,0,1,1
1927-05-02,Algeria,SPCA Meteore,SPCA Meteore 63F AIFN,Algiers Algeria,Union Air,0,1,3
1927-07-27,Germany,Junkers,Junkers F 13D,Amoneburg Germany,Deutsche Lufthansa,0,5,5
1927-08-22,England,Fokker,Fokker F VIIIH,Sevenoaks England,Royal Dutch Airlines KLM,0,1,11
1927-09-03,Connecticut,Fokker UniversalNC52,"Fokker UniversalNC52  	
NC52",Willington Connecticut,Colonial Air transport,0,1,1
1927-09-17,U.S.A.,Fokker,Fokker F VIINC776,Hadley New,Airways JerseyReynolds,0,7,12
1927-09-17,Atlantic Ocean,Fokker,Fokker F7NX703,Atlantic Ocean,Private,0,3,3
1927-09-23,Germany,Dornier,Dornier MerkurD 585,Schleiz Germany,Deutsche Lufthansa,0,6,6
1927-10-06,Mauritania,Breguet,Breguet 14F AGBN,Thies Mauritania,Latecoere Aeriennes Lignes,0,2,2
1927-10-30,U.S.A.,Fairchild,Fairchild FC 2?,New Brunswick New Jersey,Colonial Air transport,0,4,4
1927-11-08,France,Farman,Farman F 121 JabiruF,Strasburg France,CIDNA,0,1,1
1927-11-16,Finland,Junkers,Junkers F 13K,Over the Gulf of FinlandAero O-Y,Aero O-Y,0,6,6
1927-11-29,Indiana,Douglas,"Douglas M 4NC62  	
NC1062",Corunna Indiana,National Air transport,0,1,1
1927-12-28,Spain,Breguet,Breguet 14F AFGS,Almeria Spain,Aeropostale,0,1,1
1927-12-31,France,Latécoère 23 (flying,Latécoère 23 (flying boat)F AIHP,Near Marseille Airlines,Airlines,0,5,5
1928-01-08,U.S.A.,Fairchild,Fairchild FC 2NC3780,Near Canajoharie New York,Colonial Western Airlines,0,3,3
1928-01-16,Uruguay,Latecoere,Latecoere 25F AIKG,Solis Uruguay,Aeropostale,0,2,2
1928-01-22,Ariège,Breguet 14,"Breguet 14
 F AHEQ",L'Hospitalet Ariège,Aeropostale,0,1,1
1928-01-22,Spain,Breguet,Breguet 14F AHEQ,Tarragona Spain,Aeropostale,0,2,2
1928-01-27,Spain,Breguet,Breguet 14F AFHN,Almeria Spain,Aeropostale,0,1,1
1928-02-26,Nebraska,Boeing,Boeing 40NC280,Marquette Nebraska,Boeing Air transport,0,1,2
1928-03-11,France,Farman,Farman F 60 GoliathF,Off Cape Griz Nez France,Union Air,0,2,2
1928-04-17,Wyoming,Boeing,"Boeing 40NC282
NC282",Federal Wyoming,Boeing Air transport,0,1,2
1928-04-19,Spain,Rohrbach,Rohrbach RolandM CCCC,Minuesa Spain,Iberia Airlines,0,9,9
1928-05-07,"Brazil
Florianopolis",Latecoere,Latecoere 26F AIMQ,"Florianopolis Brazil
Florianopolis",BrazilFlorianopolis,0,1,5
1928-05-12,Minnesota,Ford,Ford 4NC1492,Dearborn Minnesota,Inc. Freight Air Ford,0,2,2
1928-05-26,Germany,Junkers,Junkers F 13D,Radevormwald Germany,Deutsche Lufthansa,0,3,5
1928-06-14,Germany,AEGKD,AEGKD  74,Frankfurt Germany,Deutsche Lufthansa,0,5,5
1928-06-22,Kansas,Douglas,Douglas M 4NC1059,Lebo Kansas,National Air transport,0,1,1
1928-07-10,Finland,Junkers,Junkers F 13K,Over the Gulf of FinlandAero O-Y,Aero O-Y,0,6,6
1928-07-13,England,Vickers 74,Vickers 74 VulcanG EBLB,Purley England,Airways Imperial,0,4,6
1928-07-24,Netherlands,Fokker (KLM),Fokker (KLM) F.IIIH NABR,Waalhaven Netherlands,Royal Dutch Airlines KLM,0,1,6
1928-08-25,BC,Ford,Ford 4 AT,Near Port Townsend BC,Canada British Columbia Airways,0,7,7
1928-09-02,France,Bleriot Spad,Bleriot Spad 33F AIEP,Toul France,CIDNA,0,5,5
1928-09-04,Idaho,Fokker Super,Fokker Super UniversalNC7242,Pocatello Idaho,Airways Parks National,0,7,7
1928-09-04,Australia,De Havilland,de Havilland DH.50JG AUHI,Adelaide Hills Australia,Qantas,0,1,2
1928-09-06,Germany,Fokker FG,Fokker FG IIID 180,Heroldbach Germany,Deutsche Lufthansa,0,3,3
1928-10-04,Spain,Breguet,"Breguet 14F AEEJ
F",Gerona Spain,Aeropostale,0,3,3
1928-10-18,Pennsylvania,Douglas,Douglas M 4NC1064,Polk Pennsylvania,National Air transport,0,1,1
1928-10-31,France,Bleriot Spad,Bleriot Spad 56F AIMN,Valence France,Union Air,0,1,2
1928-11-15,Gibraltar,Latecoere,Latecoere 32F AISN,Off GibraltarAeropostale,Aeropostale,0,1,3
1928-11-24,Ohio,Hamilton,Hamilton H 47NC7521,Edgerton Ohio,Universal Airlines ,0,3,3
1928-11-25,Ohio,Travel Air,Travel Air 4000NC5436,Edgerton Ohio,Lines Air Continental,0,1,1
1928-11-25,Ohio,Douglas,Douglas M 4NC792,Bristolville Ohio,National Air transport,0,1,1
1928-12-01,Texas,Ford,Ford 4 AT,Spur Texas,Co. Transport Air Sunbeam,0,5,5
1928-12-03,Condor,Dornier,Dornier WalP BACA,Near Rio de Janeiro Condor,Condor,0,14,14
1928-12-10,Washington,Ford,Ford Tri motor 4NC7687,Spokan Washington,Airways Spokane,0,5,5
1928-12-11,Germany,Junkers,Junkers G 31D,Letzlingen Germany,Deutsche Lufthansa,0,3,4
1928-12-20,Ohio,Douglas,Douglas M 4NC790,Huron Ohio,National Air transport,0,1,1
1928-12-23,Tennessee,Fairchild,Fairchild FC 2?,Chattanooga Tennessee,Interstate Airlines,0,4,4
1928-12-31,France,Blériot Spad,Blériot Spad 66F AEHX,Reims France,CIDNA,0,2,3
1929-01-05,Connecticut,Fairchild,Fairchild FC 2NC5650,Stafford Springs Connecticut,Colonial Air transport,0,1,1
1929-01-18,Oregon,Stearman,Stearman C 38NC1682,Cove Oregon,Varney Air Lines,0,1,1
1929-01-25,Greece,CMASA,CMASA WalI AZDA,Near Corfu Greece,Aeroespresso,0,2,9
1929-01-31,Morocco,Latecoere,"Latecoere 26F AIMU
F",Off MoroccoAeropostale,Aeropostale,0,2,2
1929-01-31,West Virgin Islandsia,Travel Air,Travel Air 4000NC6480,Morgantown West Virgin Islandsia,Company Transportation VirginiaSkyline,0,1,1
1929-03-17,U.S.A.,Ford,Ford 5 AT,Newark New Mexico,Colonial Western Airlines ,0,14,15
1929-03-30,California,Fokker,Fokker F VIIANC7888,Near Beaumont California,Standard Airlines ,0,4,4
1929-04-21,California,Ford,Ford 5 AT,San Diego California,U.S. Air Force - Military,0,6,6
1929-05-09,Mexico,Ford,Ford Tri motor 4M,Tampico Mexico,Mexicana,0,5,5
1929-05-22,Algiers,Cams,Cams 53F AISX,AlgiersAeropostale,Aeropostale,0,4,6
1929-06-13,Cuba,Fokker,Fokker F XNC9700,Santiago de Cuba Cuba,Airways American Pan,0,2,5
1929-06-14,Spain,Breguet,Breguet 14F AFEJ,Barcelona Spain,Aeropostale,0,1,2
1929-06-17,England,Handley Page,Handley Page W 10G,Off Dungeness England,Airways Imperial,0,7,13
1929-06-24,Minnesota,Ford,Ford 5 AT,St. Paul Minnesota,Northwest Orient Airlines,0,1,8
1929-06-29,Bavaria,Domier Delphin III (flying,Domier Delphin III (flying boat)D 1620,Near Lindau Bavaria,Germany Bodensee Aerolloyd,0,5,5
1929-06-29,Ohio,Travel Air,Travel Air 4000NC5435,Columbus Ohio,Lines Air Continental,0,1,1
1929-08-11,U.S.A.,Lockheed 5,Lockheed 5 VegaNC870E,Clovis New Mexico,Middle States Airlines ,0,4,4
1929-08-24,Germany,Fokker FG,Fokker FG IID 757,Elm Germany,Deutsche Lufthansa,0,4,5
1929-08-24,Russia,Kalinin,Kalinin K 4CCCP,Sochi Russia,Ukvozduchput,0,1,1
1929-09-02,California,Lockheed,Lockheed VegaNR859E,Needles California,Aviators Associated,0,1,2
1929-09-03,near New Mexico,Ford,Ford 5 AT,Mt. Taylor near New Mexico,Grants Trans Continental Air Transport,0,8,8
1929-09-06,Iran,De Havilland,de Havilland DH 66 HerculesG,Jask Iran,Airways Imperial,0,3,5
1929-09-14,North Atlantic Ocean,Latecoere,Latecoere 25F AIUJ,North Atlantic OceanAeropostale,Aeropostale,0,6,6
1929-09-14,Ontario,Travel Air,Travel Air 6000CF ABE,Saint Catharines Ontario,Skyways,0,6,6
1929-09-17,Morocco,Latecoere,Latecoere 25 3,Off Larache Morocco,Aeropostale,0,5,5
1929-09-17,California,Fairchild,Fairchild 71?,Jacumba California,Airways Pickwick,0,1,2
1929-09-17,Connecticut,Pitcairn,Pitcairn PA 6 Mailwing?,Mt Lamentation Connecticut,Colonial Air transport,0,1,1
1929-10-26,Italy,Short Calcutta (flying,Short Calcutta (flying boat)G AADN,Off Spezia Italy,Airways Imperial,0,7,7
1929-10-29,Ohio,Stearman,Stearman C 38?,Mount Vernon Ohio,Lines Air Continental,0,1,1
1929-10-31,Washington,Loening,Loening C 2CNC9158,Off Bremerton Washington,Lines Air Gorst / Taxi Air Bremerton-Seattle,0,2,2
1929-11-04,Mexico,Lockheed Vega,Lockheed Vega 5NC46M,Cerro del Carbon Mexico,Transportes de Aeronautica Corp.,0,4,4
1929-11-06,Surrey,Junkers,Junkers G 24D,Near Godstone Surrey,England Deutsche Lufthansa,0,7,8
1929-11-16,France,Liore et Olivier,Liore et Olivier 190F AIGB,Off Corsica France,Union Air,0,3,3
1929-11-20,East,Savoia Marchetti,Savoia Marchetti S55I TACO,Terranova Pausania East,Mediterranea Aerea Società SardiniaS.A.M.,0,1,12
1929-11-30,Washington,Stearman,Stearman M 2 SpeedmailNC8199,Vancouver Washington,Varney Air Lines,0,1,1
1929-12-02,Ohio,Douglas,Douglas M 3NC789,Chagrin Falls Ohio,National Air transport,0,1,1
1929-12-19,Germany,Arado,Arado V1D 1594,Near Berlin Germany,Deutsche Lufthansa,0,2,3
1929-12-30,Texas,Travel Air,Travel Air B6000?,Amarillo Texas,Trans Continental Air transport,0,5,5
1930-01-02,California?,??,??,Off Venice California?,,0,10,10
1930-01-10,Nebraska,Boeing,Boeing 95NC184E,Brawnson Nebraska,Boeing Air transport,0,1,1
1930-01-13,Madagascar,Farman,Farman 190F AJJK,Antananarivo Madagascar,Orient Air,0,3,3
1930-01-19,California,Ford,Ford 5 AT,Oceanside California,Maddux Airlines,0,16,16
1930-01-25,Spain,Latecoere,Latecoere 25F AJCL,Off Ceuta Spain,Aeropostale,0,2,2
1930-01-27,Missouri,Travel Air,Travel Air A6000A?,Kansas City Missouri,Corporation) Aviation (Universal Airlines  Central,0,5,5
1930-02-03,Connecticut,Pitcairn,Pitcairn PA 6 MailwingNC801H,Hartford Connecticut,Colonial Air transport,0,1,1
1930-02-10,England,Farman,Farman F 63F,Marden England,Union Air,0,2,6
1930-04-18,U.S.A.,Fairchild,Fairchild 71NC9148,Jersey City New,Airways Colonial JerseyCanadian,0,4,4
1930-05-10,Argentina,Latecoere,Latecoere 28F AJPD,Buenos Aires Argentina,Aeropostale,0,3,4
1930-06-05,Massachusetts,Ford,Ford Tri Motor 5NC9675,Boston Massachusetts,Colonial Air transport,0,1,15
1930-07-07,Denmark,Dornier,Dornier WalD 864,Bornholm Denmark,Deutsche Lufthansa,0,5,8
1930-07-10,Texas,Lockheed Vega,Lockheed Vega 5NC 394H,Arkansas Pass Texas,Airways Cross,0,5,5
1930-07-21,Kent,Junkers,Junkers F 13geG,Near Meopham Kent,England Walcot Air Line,0,6,6
1930-08-22,Czechoslovakia,Ford,Ford 5 AT,Iglau Czechoslovakia,Ceskoslovenske Aeroline,0,10,11
1930-09-11,England,Sabca,Sabca F VIIOO,Croydon England,Sabena,0,2,2
1930-09-25,Alberta,Boeing,Boeing 40CF AIN,Edmonton Alberta,Canada Western Canada Airways,0,3,3
1930-10-05,France,Royal Airship Works,Royal Airship Works R 101G,Near Beauvais France,Ministry Air British - Military,0,48,54
1930-10-06,Germany,Messerschmitt,Messerschmitt M 20BD,Dresden Germany,Deutsche Lufthansa,0,8,8
1930-10-12,Morocco,Latecoere,Latecoere 28F AJUU,La Rache Morocco,Aeropostale,0,4,4
1930-10-13,Australia,de Havilland DH.80 Puss,de Havilland DH.80 Puss MothVH UPC,Perth Australia,Ltd Wings,0,3,3
1930-10-28,BC,Lockheed,Lockheed VegaNC103W,Prince Rupert BC,Canada Alaska-Washington Airways,0,3,3
1930-10-30,France,Handley Page,Handley Page W 8G,Near Neufchatel France,Airways Imperial,0,3,6
1930-10-30,Indiana,Pitcairn,Pitcairn PA 6 Mailwing?,Brookston Indiana,Company Riddle Embry,0,1,1
1930-11-07,Brazil,Junkers,Junkers G 24P,Off of Santos Brazil,Condor Syndicato,0,1,9
1930-11-18,California,Boeing,Boeing 40NC5340,Techachapi Mountains California,Pacific Air transport,0,3,3
1930-12-09,China,Loening,Loening C W Air Yaht?,Shanghai China,Corporation Aviation National China,0,4,6
1931-01-08,Belgium,Fokker,Fokker F VIIOO,Melle Belgium,Sabena,0,2,2
1931-01-22,Washington,Boeing,Boeing 40NC741K,Bluff Mountain Washington,Varney Air Lines,0,1,1
1931-02-08,New Zealand,Desoutter,Desoutter IIZK ACA,Wairoa New Zealand,Dominion Air Lines,0,3,3
1931-02-20,Manitoba,Fokker Universal,Fokker Universal F 14?,Bagot Manitoba,Canada Western Canada Airways,0,2,3
1931-02-24,Spain,Latecoere,Latecoere 32F AITX,Off SpainAeropostale,Aeropostale,0,1,3
1931-03-21,Australia,Avro,Avro 10VH UMF,New South Wales Australia,Airways National Australian,0,8,8
1931-03-31,Kansas,Fokker F10A,Fokker F10A TrimotorNC 999,Bazaar Kansas,Trans Continental and Western Air,0,8,8
