Crash Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Fatalities(ground),Sum of Fatalities (air),Sum of Aboard
1991-01-31,Saudi Arabia,Military,Military   U.S. Air Force69,Near Ras Al Khafji Saudi Arabia,Hercules AC-130H ArabiaLockheed,0,14,14
1991-02-01,Los,Boeing,Boeing B 737,LAX Los,California          Angeles USAir / Skywest Airlines,0,34,101
1991-02-05,Greece,Lockheed,Lockheed C 130H748,Near Nea Ankhialos Greece,Force Air Hellenic - Military,0,63,63
1991-02-14,Ecuador,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAE447,Near Taisha Ecuador,Force Air Ecuadorean - Military,0,22,22
1991-02-17,Ohio,McDonnell Douglas,McDonnell Douglas DC 9,Cleveland Ohio,Ryan International Airlines,0,2,2
1991-02-20,Chile,British Aerospace,British Aerospace BAe 146,Puerto Rico Williams Chile,LAN,0,20,72
1991-02-22,Angola,Antonov,Antonov AN 26?,Cazombo Angola,Angolaise Area Fuerza,0,47,47
1991-03-03,Colorado,Boeing,Boeing B 737,Near Colorado Springs Colorado,United Air Lines,0,25,25
1991-03-05,Venezuela,McDonnell Douglas,McDonnell Douglas DC 9,La Puerta Venezuela,Linea Aeropostal Venezolana,0,45,45
1991-03-16,CADuncan,Hawker,Hawker  Siddeley DH,San Diego CADuncan,Sales Aircraft,0,10,10
1991-03-16,Angola,Lockheed,Lockheed L 100,Malanje Angola,Transafrik,0,9,9
1991-03-21,Saudi Arabia,Lockheed,Lockheed C 130H469,Ras-al-Mishab Saudi Arabia,Force Air Saudi Royal - ArabiaMilitary,0,98,98
1991-03-21,California,Lockheed,Lockheed P 3C / Lockheed P,Off San Diego California,U.S. Navy - Military,0,27,27
1991-03-25,India,Hindustan Aeronautics,Hindustan Aeronautics 748 2H1513,Near Bangalore India,Force Air Indian - Military,0,28,28
1991-04-04,Canada,Douglas,Douglas C 47B,Lake Thutade Canada,Central Mountain Air Services,0,6,7
1991-04-04,Pennsylvania,Piper Aerostar 601 / Bell 412SPN3645D /,Piper Aerostar 601 / Bell 412SPN3645D / N78S,Marion Pennsylvania,Private,2,5,5
1991-04-05,Georgia,Embraer,Embraer 120RT  BrasiliaN270AS,Brunswick Georgia,Atlantic Southeast Airlines ,0,23,23
1991-04-19,French,Dornier,Dornier Do 228,Off Nuka Hiva French,Tahiti PolynesiaAir,0,11,22
1991-05-09,Indonesia,Fokker,Fokker F 27 Friendship 600PK,Sulawesi Indonesia,Merpati Nusantra Airlines,0,13,13
1991-05-13,Airzona,Cessna,Cessna 207AN6280H,Grand Canyon Airzona,Inc. Canyon Grand Air - Taxi Air,0,7,7
1991-05-15,Colombia,Douglas,Douglas C 47BHK,La Poyatta Colombia,Colombia ADES,0,13,14
1991-05-23,USSRAeroflot,Tupolev,Tupolev TU 154B,Leningrad USSRAeroflot,Aeroflot,0,13,181
1991-05-24,Iran,Ilyushin,Ilyushin 76TDLZ INK,Bakhtaran Iran,Cargo Metro,0,4,10
1991-05-26,Thailand,Boeing,Boeing B 767,Near Ban Nong Rong Thailand,Lauda Air,0,223,223
1991-06-01,Great,GAF Nomad,GAF Nomad N24AN8071L,Off Matthewtown Great,Inc. Flight InaguaAgape,0,2,3
1991-06-10,Angola,Lockheed,Lockheed L 382B HerculesJ6,Luanda Angola,Carib Air transport,0,7,7
1991-06-20,Colombia,Douglas,Douglas DC 6BFHK,Near Malambo Colombia,Colombia Aerosucre,0,2,18
1991-06-26,Nigeria,BAC,BAC One Eleven 402AP5N,Near Sokotu Nigeria,Okada Air,0,4,53
1991-06-26,Russia,Antonov,Antonov AN 24CCCP,Gulf of Finland Russia,Polet AKF,0,10,10
1991-07-04,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,El Yopal Colombia,Colombia Helicol,0,3,3
1991-07-09,Peru,CASA 212 Aviocar,CASA 212 Aviocar 200OB 1218,Bellavista Airport Peru,Aerochasqui,0,15,15
1991-07-10,Alabama,Beechcraft,Beechcraft BE 99,Birmingham Alabama,L'Express Airlines,0,13,15
1991-07-11,Saudi Arabia,McDonnell Douglas,McDonnell Douglas DC 8 Super 61C,Jeddah Saudi Arabia,Airways) Nigeria by (chartered ArabiaNationair,0,261,261
1991-07-25,Vanuatu,Britten,Britten  Norman BN,Espiritu Santos Vanuatu,Vanair,0,9,9
1991-08-06,Cook Islands,Britten,Britten  Norman BN,Rarotonga Cook Islands,Avalki Air,0,6,10
1991-08-14,Romania,Ilyushin,Ilyushin IL 18VYR,Near Uricani Romania,TAROM,0,9,9
1991-08-16,India,Boeing,Boeing B 737,Imphal India,Indian Airlines,0,69,69
1991-08-20,Alaska,Britten,Britten  Norman BN,Ketchikan Alaska,Temsco Airlines ,0,4,4
1991-08-28,Oregon,Aerospatiale,Aerospatiale 350B1N64SF,Walton Oregon,Inc. Bohemia - Taxi Air,0,3,3
1991-09-03,Indonesia,Britten,Britten  Norman BN,Sampit Indonesia,Dirgantara Air Services,0,3,10
1991-09-04,Malaysia,Shorts,Shorts SC 7 Skyvan 3,Long Seridan Malaysia,Udara Rajawaldi Airtech,0,14,20
1991-09-11,Texas,Embraer 120RT,Embraer 120RT BrasiliaN33701,Near Eagle Lake Texas,Express Continental,0,14,14
1991-09-16,USSRAeroflot,Antonov,Antonov AN 72CCCP,Petropavlosk USSRAeroflot,Aeroflot,0,13,13
1991-09-17,"Djibouti
	Djibouti",Lockheed,Lockheed L 100,"Djibouti City Djibouti
	Djibouti",DjiboutiDjibouti City          City,0,4,4
1991-09-18,Vermont,Convair,Convair CV 580C,Belvedere Center Vermont,Cargo Canair,0,2,2
1991-09-23,Russia,Antonov,Antonov 12BPCCCP 13320,Khatanga Russia,Aeroflot,0,1,16
1991-09-26,USSRAeroflot,Antonov,Antonov AN 26CCCP,Off St. Petersburg USSRAeroflot,Aeroflot,0,10,10
1991-09-27,Solomon Islands,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300H4,Guadalcanal Island Solomon Islands,Solomon Airlines,0,15,15
1991-10-05,Indonesia,Lockheed,Lockheed C 130H,Near Jakarta Indonesia,Force Air Indonesian - Military,2,134,134
1991-10-13,Venezuela,Bell 214,Bell 214 STYV O,Aponguao Falls Venezuela,EDELCA,0,12,12
1991-10-25,Indonesia,Britten,Britten  Norman BN2A,Tumbang Miri Indonesia,Bali International Air Service,0,17,17
1991-10-25,California,Bell 206B,Bell 206B helicopterN3456M,Vallejo California,Corporate Mobility Inc-Private,0,3,3
1991-10-30,Ellesmere,Lockheed,Lockheed CC 130E130322,Near Point Alert Ellesmere,NWT          Island,0,5,18
1991-11-01,USSRMilitary,Mil,Mil Mi 8 (helicopter)?,Near Karakent USSRMilitary,Force Air Azerbaijan -,0,40,40
1991-11-07,Russia,Yakovlev,Yakovlev YAK 40CCCP,Makhackala Russia,Aeroflot,0,51,51
1991-11-11,Brazil,Embraer 110P1,Embraer 110P1 BandeirantePT SCU,Recife Brazil,Aereas Linhas Nordeste,2,15,15
1991-11-16,Russia,Antonov,Antonov AN 12V?,Anderma Russia,Aeroflot,0,20,20
1991-11-20,USSRMilitary,Mil,Mil Mi 8 (helicopter)?,Nagoro-Karabak USSRMilitary,Force Air Soviet -,0,23,23
1991-11-20,California,Bell,Bell 206BN5011K,Davis California,Inc. Helicopters Airis - Taxi Air,0,3,3
1991-11-25,Mozambique,Douglas,Douglas C 47B,Sena Mozambique,STASA,0,1,3
1991-11-26,Russia,Antonov,Antonov AN 24CCCP,Near Bugulma Russia,Tartarstan Airlines ,0,41,41
1991-11-29,Brazil,Embraer,Embraer C 95C BandeiranteFAB2333,Guaratingueta AB Brazil,Brasileira Aérea Força - Military,0,16,16
1991-12-22,Germany,Douglas,Douglas DC 3AD,Heidelberg Germany,Classic Wings,0,27,30
1991-12-27,Sweden,Mc Donnell Douglas,Mc Donnell Douglas MD 81OY,Stockholm Sweden,Scandinavian Airlines (SAS),0,0,129
1991-12-29,Taiwan,Boeing,Boeing B 747,Wanli Taiwan,China Airlines (Taiwan),0,5,5
1992-01-20,near,Airbus,Airbus A320 111F,Mt. Saint-Odile near,France          Strasbourg Air Inter,0,87,96
1992-01-28,Azerbaijan,Mil,Mil Mi 8 (helicopter)?,Near Stepanakert Azerbaijan,Force Air Azerbaijan - Military,0,47,47
1992-02-03,Brazil,Embraer 110C,Embraer 110C BandeirantePT TBB,Caetite Brazil,Aéreas Linhas Nordeste,0,12,12
1992-02-06,Indiana,Lockheed,Lockheed C 130B Hercules58,Evansville Indiana,U.S. Air Force - Military,12,5,5
1992-02-09,Senegal,Convair,Convair CV  640N862FW,Near Kafountine Senegal,Gambcrest,0,30,56
1992-02-15,Ohio,McDonnell Douglas,McDonnell Douglas DC 8,Toledo Ohio,ATI,0,3,4
1992-02-20,Argentina,Boeing,Boeing B 747?,En route from Argentina  to  CaliforniaAerolineas Argentinas,Aerolineas Argentinas,0,1,0
1992-03-02,Bolivia,Curtiss,Curtiss C 46TCP,Beni Bolivia,Rita Santa Frigorifico,0,5,5
1992-03-12,Congo,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300TN,Etsouali Congo,Congo Lina,0,3,8
1992-03-22,U.S.A.,Fokker,Fokker F 28 Fellowship 4000N485US,La Guardia Airport  new York,USAir,0,27,51
1992-03-24,Greece,Boeing,Boeing 707 321CST,Athens Greece,Cargo Air Star Golden,0,7,7
1992-04-04,Russia,Let,Let 410UVPCCCP 67130,Near Baikov Russia,Kamchatavia,0,1,12
1992-04-07,Libya,Antonov,Antonov AN 24RVJ5,Near Sarra Libya,Bissau Air,0,3,13
1992-04-10,Taiwan,Britten Norman,Britten Norman BN 2A,Off Orchid Island Taiwan,Taiwan Airlines ,0,7,10
1992-04-14,Kenya,De Havilland,de Havilland DHC 5 Buffalo218,Nairobi Kenya,Force Air Kenyan - Military,6,46,46
1992-04-16,Papua,Embraer 110P1,Embraer 110P1 BandeiranteP2 RDS,Near Goroka Papua,GuineaTalair New,0,11,15
1992-04-22,California,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 200N141PV,Perris Valley California,Aviation Valley Perris,0,16,22
1992-04-22,Hawaii,Beechcraft,Beechcraft E18SN342E,Mt. Haleakala Hawaii,Scenic Air Tours,0,9,9
1992-04-26,Iran,Fokker,Fokker F 27 Friendship 400M5,Saveh Iran,Saha Airline Services,0,39,39
1992-06-06,Panama,Boeing,Boeing B 737,Tucuti Panama,COPA (Panama),0,47,47
1992-06-07,Puerto Rico,CASA 212 Aviocar,CASA 212 Aviocar 200N355CA,Mayaguez Puerto Rico,Eagle RicoAmerican,0,5,5
1992-06-22,Russia,Antonov,Antonov AN 12CCCP,Norlisk Russia,Krasnoyarsk Airlines,0,10,12
1992-06-22,Brazil,Boeing,Boeing 737 2A1CPP,Cruzeiro do Sul Brazil,VASP,0,3,3
1992-07-05,Sri Lanka,Shaanxi,Shaanxi Y 8DCR872,Near Iyakochchi Sri Lanka,Force Air Lanka Sri - LankaMilitary,0,19,19
1992-07-13,Alaska,Shorts,Shorts SC 7 Skyvan 3A,Bethel Alaska,Arctic Circle Air Service,0,1,1
1992-07-14,Azerbaijan,Antonov,Antonov AN 12VCCCP,Near Nakhichevan Azerbaijan,Force Air Russian - Military,0,29,34
1992-07-14,Yemen,Antonov,Antonov AN 12?,Near Bir Fadl Yemen,Force Air Yemen Unified - Military,0,57,57
1992-07-20,Georgia,Tupolev,Tupolev TU 154BCCCP,Tbilisi Georgia,Georgian Air,4,24,24
1992-07-24,Macedonia,Antonov,Antonov 12BKCCCP 11342,Near Skopje Macedonia,Volga-Dnepr Airlines ,0,8,8
1992-07-27,Mexico,Vickers 798D,Vickers 798D ViscountXA SCM,Near Mexico City Mexico,Eslava Aero,0,4,4
1992-07-30,U.S.A.,Lockheed,Lockheed L 1011N11002,JFK Airport  new York,Trans World Airlines,0,0,292
1992-07-31,Nepal,Airbus,Airbus A310 304HS,Near Kathmandu Nepal,Airways Thai,0,113,113
1992-07-31,Jiangsu,Yakovlev,Yakovlev YAK 42DB,Nanjing Jiangsu,China China General Aviation Corporation,0,108,126
1992-08-21,Bolivia,Convair,Convair CV 440,Colorado Bolivia,Ana Santa Aereos Servicios,0,10,10
1992-08-25,Arizona,Swearingen,Swearingen SA 227AC Metro IIIN342AE,Hot Springs Arizona,Lone Star Airlines ,0,3,3
1992-08-27,Russia,Tupolev,Tupolev TU 134ACCCP,Near Ivanovo Russia,Aeroflot,0,84,84
1992-08-27,Manitoba,de Havilland Canada,de Havilland Canada DHC 4T CaribouN400NC,Gimli Manitoba,Canada New,0,3,3
1992-08-27,Peru,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAP304,Near Iquitos Peru,TANS - Peruvian Air Force - Military,0,8,41
1992-08-31,Angola,Douglas,Douglas DC 3ZS,Jamba Angola,Professional Aviation Services,0,3,17
1992-09-10,Peru,Fokker,Fokker F 27 Friendship 500OB,Bellavista Peru,Aéreo Expresso,1,1,43
1992-09-12,Russia,Mil,Mil Mi 8 (helicopter)RA,Kozyrevsk Russia,Kamchatka Airlines,0,9,16
1992-09-16,Hawaii,Aerospatiale,Aerospatiale AS 350BN350SM,Hana Hawaii,Inc. Helicopters Hawaii - Taxi Air,0,7,7
1992-09-18,Netherlands,Douglas,Douglas C 118AYV,Off Curacao Netherlands,Ejecutivos AntillesAero,0,3,3
1992-09-19,Colombia,Curtiss,Curtiss C 46F,Bogota Colombia,Colombia Avesca,0,11,11
1992-09-21,Russia,Mil,Mil Mi 8 (helicopter)RA,Near Kular Russia,Yakutavia,0,10,10
1992-09-26,Nigeria,Lockheed,Lockheed C 130HNAF911,Near Lagos Nigeria,Force Air Nigerian Federal - Military,0,158,158
1992-09-28,Nepal,Airbus,Airbus A300B4 203AP,Near  Kathmandu Nepal,Pakistan International Airlines,0,167,167
1992-10-04,Netherlands,Boeing,Boeing B 747,Amsterdam Netherlands,Al El,39,4,4
1992-10-07,West Virginia,Lockheed,Lockheed C 130E Hercules63,Berkeley Springs West Virginia,U.S. Airforce - Miltiary,0,6,6
1992-10-08,China,Avia,Avia 14M 40B,Near Dingxi China,Wuhan Airlines,0,14,35
1992-10-09,Somalia,Antonov,Antonov 32CCCP 48088,Mogadiscio Somalia,Association Production Kiev,0,1,13
1992-10-18,Jawa,CASA,CASA 235 10PK,Near Garut Jawa,Indonesia Merpati Nusantara Airlines,0,31,31
1992-10-19,Russia,Antonov,Antonov AN 28CCCP,Near Usti Nem Russia,Avia Syktyvkar,0,15,16
1992-10-21,Peru,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAP306,Near Lake Caballochoa Peru,Force Air Peruvian - Military,0,8,11
1992-10-29,Russia,Antonov,Antonov AN 8CCCP,Chita Russia,Aeroflot,0,13,14
1992-11-11,India,Mil,Mil Mi 8 (helicopter)?,Off Bombay India,Force Air Indian - Military,0,20,20
1992-11-11,Russia,Antonov,Antonov AN 22ACCCP,Near Tver Russia,Force Air Russian - Military,0,33,33
1992-11-14,Vietnam,Yakovlev,Yakovlev YAK 40VN,Near Nha Trang Vietnam,Vietnam Airlines ,0,30,31
1992-11-15,Dominican,Ilyushin,Ilyushin IL 18DCU,Near Porto Plata Dominican,Charter - RepublicAerocaribbean,0,34,34
1992-11-24,China,Boeing,Boeing B 737,Near Guilin China,China Southern Airlines ,0,141,141
1992-11-30,Montana,Lockheed,Lockheed C 141B / Lockheed C141B650255/660142,Near Harlem Montana,U.S. Air Force - Military,0,13,13
1992-12-09,Mexico,Britten,Britten  Norman BN,Uruapan Mexico,Sudpacifico Aero,0,9,9
1992-12-13,Congo,Fokker,Fokker F 27 Friendship 400M9Q,Goma Congo,Scibe Airlift Cargo,0,37,37
1992-12-14,Georgia,Mil Mi 8T,Mil Mi 8T (helicopter)?,Lata Georgia,Force Air Russian - Military,0,61,61
1992-12-21,Algarve,McDonnell Douglas,McDonnell Douglas DC 10,Faro Algarve,Portugalc Holland NV,0,56,340
1992-12-22,Libya,Boeing,Boeing B 727,Tripoli Libya,Force Air Libya  - Military / Airlines Arab Libya,0,157,157
1993-01-03,Utah,Bell,Bell 206B3N1078V,Ogden Utah,Inc. Helicopters Coast South - Taxi Air,0,4,4
1993-01-06,France,de Havilland Canada,de Havilland Canada DHC 8,Paris France,Cityline Lufthansa,0,4,23
1993-01-09,Indonesia,Hawker Siddeley,Hawker Siddeley HS 748,Surabaya Indonesia,Bourag Indonesia Airlines,0,17,44
1993-01-13,England,Embraer 110P1,Embraer 110P1 BandeiranteG ZAPE,Sellafield England,Airways Titan,0,2,2
1993-01-14,British,Douglas,Douglas C 47AC,Near Bronson Creek British Canada,Colombia Central Mountain Air Services,0,2,2
1993-01-27,Democratic Republic of Congo,Nord,Nord 262A 449Q,Kinshasa Democratic Republic of Congo,Trans Service Airlift,0,3,21
1993-01-31,Indonesia,Shorts,Shorts SC 7 Skyvan 3,Sumatra Indonesia,Pan Malaysian Air transport,0,16,16
1993-02-08,Iran,Tupolev,Tupolev TU 154M / Sukhoi Su,Near Tehran Iran,Force Air Iranian - Military  /  Tours Air Iran,0,133,133
1993-02-10,Afghanistan,Mil,Mil Mi 8?,Near Daraim Afghanistan,Force Air Republican Afghan - Military,0,30,30
1993-02-20,Colombia,Convair,Convair CV 440HP,Bogota Colombia,Panama Three Cargo,0,2,2
1993-02-28,Taiwan,Dornier,Dornier 228 201B,Off Green Island Taiwan,Formosa Airlines,0,6,6
1993-03-05,Macedonia,Fokker,Fokker 100PH KXL,Skopje Macedonia,Macedonian Palair,0,83,97
1993-03-23,Brazil,Embraer,Embraer EMB 110 BandeirantePP,Near Tangara de Serra Brazil,Aereas Linhas Oeste,0,6,6
1993-03-31,Alaska,Boeing,Boeing B 747,Anchorage Alaska,Japan Air Lines,0,0,5
1993-04-01,Tennesee,Fairchild,Fairchild SA227 TTN500AK,Blountville Tennesee,Private,0,4,4
1993-04-02,Venezuela,McDonnell Douglas,McDonnell Douglas DC 9,Off Margarita Island Venezuela,Linea Aeropostal Venezolana,0,11,11
1993-04-06,Alaska,McDonnell Douglas,McDonnell Douglas MD 11B,950 nm S of  Shemya Alaska,China Eastern Airlines,0,2,264
1993-04-19,Iowa,Mitsubishi,Mitsubishi MU 2B,Zwingle Iowa,Private,0,8,8
1993-04-23,Mongolia,Antonov,Antonov AN 26BBHMAY,Zavnah Mongolia,Mongolian Airlines - MIAT,0,32,40
1993-04-26,India,Boeing,Boeing B 737,Aurangabad India,Indian Airlines,0,55,118
1993-04-27,Afghanistan,Antonov,Antonov AN 32?,Near Kholm Afghanistan,Force Air Republican Afghan - Military,0,76,76
1993-04-27,Gambia,de Havilland  Canada,de Havilland  Canada  DHC 5D BuffaloAF,Off  Libreville Gambia,Force Air Zambian - Military,0,30,30
1993-05-11,Fiji,Britten,Britten  Norman BN,Suva Fiji,Fiji Air,0,2,2
1993-05-15,Mexico,Douglas,Douglas DC 6BFXA,Near Cancun Mexico,Caribe del Carga,0,3,5
1993-05-19,Colombia,Boeing,Boeing B 727,Near Medellin Colombia,Colombia SAM,0,132,132
1993-06-06,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,El Yopal Colombia,Aerotaca,0,2,2
1993-06-09,New Guinea,Britten,Britten  Norman  BN,Gulgubip Papua New Guinea,Southwest Air,0,9,11
1993-06-16,Indonesia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300PK,Nabire Indonesia,Merpati Nasantra Airlines,0,1,3
1993-06-17,Georgia,Antonov,Antonov AN 26RA,Near Tbilisi Georgia,Tajikistan Airlines ,0,41,41
1993-07-01,Irian,Fokker,Fokker F 28 Fellowship 3000PK,Sorong Irian,Indonesia          Jaya Merpati Nusantara Airlines,0,41,43
1993-07-06,Georgia,Mil,Mil Mi 8?,Near Ochamchire Georgia,Force Air Georgian - Military,0,23,23
1993-07-12,Alabama,"Helicopter, Hughes","Helicopter, Hughes 369HSN9116F",Talladega Alabama,Private,0,1,2
1993-07-23,China,British Aerospace,British Aerospace 146 300B,Yinchuan China,China Northwest Airlines,0,55,113
1993-07-26,South Korea,Boeing,Boeing B 737,Haenam South Korea,Asiana Airlines,0,68,110
1993-07-30,Malaysia,Shorts,Shorts SC 7 Skyvan 3,Serawak Malaysia,Airways Hornbill,0,1,17
1993-07-31,Nepal,Dornier,Dornier Do 228,Devghat Nepal,Everest Air,0,19,19
1993-08-18,Guantanamo,McDonnell Douglas,McDonnell Douglas DC 8,Leeward Point Airfield Guantanamo,Cuba          Bay American International Airways,0,0,3
1993-08-26,Russia,Let,Let 410UVP ERA,Near Aldan Russia,Sakha Airlines,0,24,24
1993-08-28,Tajikistan,Yakovlev,Yakovlev YAK 40CCCP,Khorag Tajikistan,Tajikistan Airlines ,0,82,86
1993-09-14,Poland,Airbus,Airbus A320 211D,Warsaw Poland,Lufthansa,0,2,70
1993-09-21,Georgia,Tupolev,Tupolev TU 134ACCCP,Sukhumi Georgia,Transair Airlines,0,27,27
1993-09-22,Georgia,Tupolev,Tupolev TU 154BCCCP,Sukhumi Georgia,Transair Airlines,0,108,132
1993-10-04,Georgia,Mil,Mil Mi 8 (helicopter)?,Near Svanetia Georgia,Force Air Georgian - Military,0,60,60
1993-10-25,New Zealand,GAF Nomad,GAF Nomad N 22ZK,Franz Josef Glacier New Zealand,Hibiscus Air,0,9,9
1993-10-26,China,McDonnell Douglas,McDonnell Douglas MD 82B,Fuzhou China,China Eastern Airlines,0,2,80
1993-10-27,Norway,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300LN,Near Namsos Norway,Flyveselksap Wideroe's,0,7,20
1993-11-10,Canada,Hawker Siddeley,Hawker Siddeley HS 748,Sandy Lake Canada,Manitoba Air,0,7,7
1993-11-13,China,McDonnell Douglas,McDonnell Douglas MD 82B,Urumqi China,China Nothern Airlines,0,12,102
1993-11-15,Iran,Antonov,Antonov AN 124RA,Near Kerman Iran,Avialinii Magistralnye,0,17,17
1993-11-20,Macedonia,Yakovlev,Yakovlev YAK 42DRA,Near Ohrid Macedonia,Aviaimpex (Macedonia),0,116,116
1993-12-01,Minnesota,British Aerospace Jetstream,British Aerospace Jetstream BA 3100N334PX,Hibbing Minnesota,Airlink Northwest - Airlines Express,0,18,18
1993-12-03,NWT,Britten Norman,Britten Norman BN 2A Trislander7C,Tuktoyaktuk NWT,Canada Arctic Wings & Rotors,0,7,7
1993-12-09,Senegal,DHC,DHC  6 Twin Otter 300 / NAMC YS,Off Dakar Senegal,Airways Gambia / Senegal Air,0,3,3
1993-12-13,Laos,Yunshuji,Yunshuji Y 12,Phonesavanh Laos,Aviation Lao,0,18,18
1993-12-15,Philippines,Lockheed,Lockheed C 130H4761,Near Naga Philippines,Force Air Philippine - Military,0,29,29
1993-12-26,Armenia,Antonov,Antonov AN 26RA,Gyumri Armenia,Kuban Airlines,0,36,36
1994-01-03,Siberia,Tupolev,Tupolev TU 154MRA,Near Mamony Siberia, Baikal Air,1,124,124
1994-01-07,Ohio,British Aerospace Jetstream,British Aerospace Jetstream 4101N304UE,Columbus Ohio,Express) (United Airlines Coast Atlantic,0,5,8
1994-02-24,Russia,Antonov,Antonov AN 12VRA,Nalchik Russia,North Western Air Transport,0,13,13
1994-02-25,Peru,Yakovlev,Yakovlev YAK 40OB,Near Carpish Peru,Aéreo Expresso,0,31,31
1994-02-25,England,Vickers 813,Vickers 813 ViscountG OHOT,East Midlands England,British World Airways,0,1,2
1994-03-02,U.S.A.,McDonnell Douglas,McDonnell Douglas MD 82N18835,New York,Continental Airlines,0,0,116
1994-03-08,India,Boeing,Boeing 737 2R4CVT,New Delhi India,Sahara,0,4,4
1994-03-14,Kenya,Lockheed,Lockheed C 130H Hercules69,Off Malindi Kenya,U.S. Air Force - Military,0,8,8
1994-03-17,Iran,Lockheed Hercules,Lockheed Hercules C 1305,Near NagMilitary - Iranian Air Force,Iranian Air Force - Military,0,32,32
1994-03-18,Florida,Grumman,Grumman G 73T Turbo MallardN150FB,Key West Virginia Florida,Chalk's International Airlines,0,2,2
1994-03-18,Washington,Douglas,Douglas DC 3CN3433Y,Spokane Washington,Salair,0,2,2
1994-03-21,Australia,Britten,Britten  Norman BN,Weipa Australia,Aurukun Air Services,0,6,6
1994-03-23,Russia,Airbus,Airbus A310 304F,Near Mezhdurechensk Russia,Airways International Russian Aeroflot,0,75,75
1994-04-03,Nevada,Bell,Bell 206B3N27736,Lamoille Nevada,Inc. Services Aero El - Taxi Air,0,5,5
1994-04-04,Netherlands,Saab,Saab 340BPH KSH,Amsterdam Netherlands,Cityhopper KLM,0,3,24
1994-04-06,Rwanda,Dassault Falcon,Dassault Falcon 509XR NN,Kigali Rwanda,Government Rwanda,0,12,12
1994-04-06,Ecuador,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300FAE450,Ambato Ecuador,TAME,0,17,17
1994-04-14,Northern Iraq,Sikorsky,Sikorsky UH 60 / Sikorsky UH,Northern Iraq,U.S. Army - Military,0,26,26
1994-04-25,Indonesia,Britten Norman,Britten Norman BN 2A,Nanga Pinoh Indonesia,Dirgantara Air Services,0,11,11
1994-04-26,Aichi,Airbus,Airbus A300B4 622RB,Near Komaki Aichi,Japan China Airlines (Taiwan),0,264,271
1994-05-07,Brazil,Embraer 110,Embraer 110 BandeirantePT GJW,Sao Gabriel Brazil,Aero Taxi Rico,0,8,16
1994-05-23,Colombia,Pilatus,Pilatus Britten Norman BN,Loma Linda Colombia,Arall,0,4,11
1994-05-28,Colombia,Douglas,Douglas DC 3 (C,Near Villavicencio Colombia,Colombia Transoriente,0,7,29
1994-06-02,Scotland,Boeing Vertol Chinook,Boeing Vertol Chinook HC 2 (helicopter)ZD576,Near Campbeltown Scotland,Force Air Royal - Military,0,29,29
1994-06-06,China,Tupolev,Tupolev TU 154MB,Near Xi'an China,China Northwest Airlines,0,160,160
1994-06-13,Mexico,Swearingen SA.226TC Metro,Swearingen SA.226TC Metro IIXA SLU,Near Uruapan Mexico,Cuahonte Aerolineas,0,9,9
1994-06-18,Indonesia,Fokker,Fokker F 27 Friendship 500FPK,Mt.  Kalora Indonesia,Merpati Nusantra Airlines,0,12,12
1994-06-18,Virgin Islandsia,Learjet,Learjet 25DXA BBA,Chantilly Virgin Islandsia,TAESA,0,12,12
1994-06-26,Ivory,Fokker,Fokker F 27 Friendship 400MTU,Abidjan Ivory,Ivorie CoastAir,0,17,17
1994-06-29,Afghanistan,Antonov,Antonov AN 32?,Near Logar Afghanistan,Militia Dostum-Galboddin - Military,0,50,70
1994-06-30,France,Airbus,Airbus A330 321F,Toulouse-Blagnac France,Industrie Airbus,0,7,7
1994-07-01,Mauritania,Fokker,Fokker F 28 Fellowship 40005T,Near Tidjika Mauritania,Mauritanie Air,0,80,93
1994-07-02,North,McDonnell Douglas,McDonnell Douglas DC 9,Charlotte North,CarolinaUSAir,0,37,57
1994-07-14,Hawaii,Aerospatiale,Aerospatiale AS350DN151BH,Hanalei Hawaii,Ltd. Helicopters Papillion - Taxi Air,0,3,7
1994-07-17,Martinique,Britten,Britten  Norman BN,Near Fort de France Martinique,Martinique Air,0,6,6
1994-07-17,Democratic Republic of Congo,Yakovlev,Yakovlev 40DRA 87256,Boma Democratic Republic of Congo,Sankuru Air Service ,0,5,9
1994-07-19,Panama,Embraer 110P1,Embraer 110P1 BandeiranteHP 1202AC,Colon Panama,Chiricanas Alas,0,21,21
1994-07-26,Indonesia,Sikorsky,Sikorsky S 58ETPK,East Kalimantan Indonesia,Airfast Services,0,18,18
1994-08-05,Russia,Antonov,Antonov AN 12?,Near Boda Russia,Force Air Russian - Military,0,47,47
1994-08-07,Alaska,De Havilland,de Havilland DHC 2N126UA,Kodiak Alaska,Inc. Services Air Uyak - Taxi Air,0,6,7
